evento;ano;artigo;ocorrencias;termo;tipo
SBAC;2009;9;35;speedup;MET
SBAC;2009;13;5;média;EST
SBAC;2009;15;1;desvio padrão;EST
SBAC;2009;21;3;bandwidth;MET
SBAC;2009;14;1;workload;EXT
SBAC;2009;15;2;workload;EXT
SBAC;2009;17;1;workload;EXT
SBAC;2009;2;26;workload;EXT
SBAC;2009;15;1;eficiência ou acurácia;MET
SBAC;2009;15;3;média;EST
SBAC;2009;1;1;workload;EXT
SBAC;2009;6;1;speedup;MET
SBAC;2009;16;1;número de iterações;EST
WSCAD;2009;10;2;bps or bits por segundo;MET
WSCAD;2009;12;1;bandwidth;MET
SBAC;2009;21;1;speedup;MET
SBAC;2009;20;1;speedup;MET
SBAC;2009;2;1;speedup;MET
SBAC;2009;7;1;workload;EXT
WSCAD;2009;4;1;eficiência ou acurácia;MET
SBAC;2009;13;6;workload;EXT
WSCAD;2009;13;1;mflops;MET
SBAC;2009;13;2;eficiência ou acurácia;MET
SBAC;2009;14;1;eficiência ou acurácia;MET
WSCAD;2009;13;5;idle;MET
WSCAD;2009;5;1;eficiência ou acurácia;MET
WSCAD;2009;17;4;eficiência ou acurácia;MET
WSCAD;2009;16;1;eficiência ou acurácia;MET
SBAC;2010;14;2;teste ou experimento;EST
WSCAD;2010;2;2;teste ou experimento;EST
WSCAD;2010;18;2;teste ou experimento;EST
WSCAD;2010;12;6;teste ou experimento;EST
WSCAD;2010;4;3;teste ou experimento;EST
WSCAD;2010;10;9;teste ou experimento;EST
WSCAD;2010;4;2;speedup;MET
SBAC;2010;23;1;benchmark;EXT
WSCAD;2010;19;5;speedup;MET
WSCAD;2010;1;7;speedup;MET
WSCAD;2010;9;2;teste ou experimento;EST
WSCAD;2010;5;1;teste ou experimento;EST
WSCAD;2010;6;33;teste ou experimento;EST
WSCAD;2010;7;15;teste ou experimento;EST
WSCAD;2010;8;6;teste ou experimento;EST
WSCAD;2010;11;1;teste ou experimento;EST
WSCAD;2010;16;4;speedup;MET
WSCAD;2010;3;1;idle;MET
SBAC;2010;16;6;teste ou experimento;EST
SBAC;2010;19;8;teste ou experimento;EST
SBAC;2010;18;8;teste ou experimento;EST
SBAC;2010;17;86;teste ou experimento;EST
SBAC;2010;15;26;teste ou experimento;EST
SBAC;2010;13;14;teste ou experimento;EST
SBAC;2010;12;1;teste ou experimento;EST
SBAC;2010;11;5;teste ou experimento;EST
SBAC;2010;10;1;teste ou experimento;EST
SBAC;2010;1;2;teste ou experimento;EST
WSCAD;2010;11;1;downtime or uptime;MET
WSCAD;2010;6;4;speedup;MET
SBAC;2010;21;7;teste ou experimento;EST
WSCAD;2010;8;1;eficiência ou acurácia;MET
SBAC;2010;22;1;teste ou experimento;EST
WSCAD;2010;4;8;média;EST
WSCAD;2010;6;3;média;EST
WSCAD;2010;7;3;média;EST
WSCAD;2010;8;6;média;EST
WSCAD;2010;9;2;média;EST
WSCAD;2010;18;2;distribuição normal;EST
SBAC;2010;23;1;p-valor;TST
WSCAD;2010;11;6;mips;MET
WSCAD;2010;5;1;mips;MET
WSCAD;2010;6;31;mips;MET
WSCAD;2010;7;4;mips;MET
WSCAD;2010;8;1;mips;MET
WSCAD;2010;10;4;confiabilidade;MET
WSCAD;2010;18;1;eficiência ou acurácia;MET
SBAC;2010;9;4;teste ou experimento;EST
SBAC;2010;24;3;número de iterações;EST
WSCAD;2010;11;2;availability or disponibilidade;MET
WSCAD;2010;14;1;availability or disponibilidade;MET
SBAC;2010;30;1;número de iterações;EST
SBAC;2010;5;1;número de iterações;EST
WSCAD;2010;12;1;confiabilidade;MET
WSCAD;2010;15;4;availability or disponibilidade;MET
WSCAD;2010;17;1;amostra;EST
WSCAD;2010;18;1;amostra;EST
WSCAD;2010;16;1;availability or disponibilidade;MET
WSCAD;2010;20;1;availability or disponibilidade;MET
SBAC;2010;23;3;variância;EST
SBAC;2010;20;13;teste ou experimento;EST
SBAC;2010;23;1;número de execuções;EST
SBAC;2010;20;1;número de iterações;EST
SBAC;2010;8;6;teste ou experimento;EST
SBAC;2010;7;26;teste ou experimento;EST
SBAC;2010;6;2;teste ou experimento;EST
SBAC;2010;5;2;teste ou experimento;EST
SBAC;2010;4;4;teste ou experimento;EST
SBAC;2010;30;6;teste ou experimento;EST
SBAC;2010;29;7;teste ou experimento;EST
SBAC;2010;28;9;teste ou experimento;EST
SBAC;2010;27;2;teste ou experimento;EST
SBAC;2010;26;2;teste ou experimento;EST
SBAC;2010;25;2;teste ou experimento;EST
SBAC;2010;24;6;teste ou experimento;EST
SBAC;2010;23;1;teste ou experimento;EST
SBAC;2010;17;7;variância;EST
SBAC;2010;20;5;speedup;MET
SBAC;2010;8;14;confiabilidade;MET
SBAC;2010;1;3;speedup;MET
SBAC;2010;11;6;speedup;MET
SBAC;2010;12;1;speedup;MET
SBAC;2010;13;3;speedup;MET
SBAC;2010;15;1;speedup;MET
SBAC;2010;17;6;speedup;MET
SBAC;2010;1;4;eficiência ou acurácia;MET
SBAC;2010;2;8;speedup;MET
SBAC;2010;14;6;eficiência ou acurácia;MET
SBAC;2010;21;30;speedup;MET
SBAC;2010;24;9;speedup;MET
SBAC;2010;25;1;speedup;MET
SBAC;2010;16;10;média;EST
SBAC;2010;28;3;speedup;MET
SBAC;2010;30;9;média;EST
SBAC;2010;29;37;speedup;MET
SBAC;2010;18;2;speedup;MET
SBAC;2010;4;2;eficiência ou acurácia;MET
SBAC;2010;23;2;kruskal;TST
SBAC;2010;21;1;confiabilidade;MET
SBAC;2010;23;1;confiabilidade;MET
SBAC;2010;25;1;confiabilidade;MET
SBAC;2010;7;1;confiabilidade;MET
SBAC;2010;8;14;confiabilidade;MET
SBAC;2010;8;2;eficiência ou acurácia;MET
SBAC;2010;27;3;bps or bits por segundo;MET
SBAC;2010;5;7;eficiência ou acurácia;MET
SBAC;2010;6;8;speedup;MET
SBAC;2010;28;1;eficiência ou acurácia;MET
SBAC;2010;27;2;eficiência ou acurácia;MET
SBAC;2010;25;2;eficiência ou acurácia;MET
SBAC;2010;20;4;eficiência ou acurácia;MET
SBAC;2010;18;6;eficiência ou acurácia;MET
SBAC;2010;17;13;eficiência ou acurácia;MET
SBAC;2010;15;5;eficiência ou acurácia;MET
SBAC;2010;7;12;eficiência ou acurácia;MET
SBAC;2010;1;14;workload;EXT
SBAC;2010;10;10;mflops;MET
SBAC;2010;9;2;workload;EXT
SBAC;2010;7;1;workload;EXT
SBAC;2010;28;8;workload;EXT
SBAC;2010;26;4;workload;EXT
SBAC;2010;22;3;workload;EXT
SBAC;2010;18;4;workload;EXT
SBAC;2010;4;5;speedup;MET
SBAC;2010;15;11;workload;EXT
SBAC;2010;18;1;availability or disponibilidade;MET
SBAC;2010;17;9;média;EST
SBAC;2010;18;29;média;EST
SBAC;2010;22;3;média;EST
SBAC;2010;23;4;média;EST
SBAC;2010;27;27;média;EST
SBAC;2010;8;14;média;EST
SBAC;2010;7;14;média;EST
SBAC;2010;16;1;workload;EXT
SBAC;2010;22;11;bandwidth;MET
SBAC;2010;26;2;speedup;MET
SBAC;2010;7;8;speedup;MET
SBAC;2010;16;1;benchmark;EXT
SBAC;2010;10;18;benchmark;EXT
SBAC;2010;9;1;bandwidth;MET
SBAC;2010;7;1;bandwidth;MET
SBAC;2010;29;5;bandwidth;MET
SBAC;2010;12;7;média;EST
SBAC;2010;23;6;bandwidth;MET
SBAC;2010;17;1;availability or disponibilidade;MET
SBAC;2010;20;12;bandwidth;MET
SBAC;2010;2;1;bandwidth;MET
SBAC;2010;13;16;bandwidth;MET
SBAC;2010;11;4;bandwidth;MET
SBAC;2010;1;10;bandwidth;MET
SBAC;2010;8;1;availability or disponibilidade;MET
SBAC;2010;7;1;availability or disponibilidade;MET
SBAC;2010;5;13;speedup;MET
SBAC;2010;27;2;bandwidth;MET
SBAC;2010;22;1;desvio padrão;EST
SBAC;2010;26;5;benchmark;EXT
SBAC;2010;27;6;benchmark;EXT
SBAC;2010;28;2;benchmark;EXT
SBAC;2010;4;5;benchmark;EXT
SBAC;2010;7;14;benchmark;EXT
SBAC;2010;8;2;benchmark;EXT
SBAC;2010;9;3;benchmark;EXT
SBAC;2010;7;27;mips;MET
SBAC;2010;25;2;mips;MET
SBAC;2010;25;3;benchmark;EXT
SBAC;2010;23;1;desvio padrão;EST
SBAC;2010;13;2;idle;MET
SBAC;2010;2;1;desvio padrão;EST
SBAC;2010;12;1;desvio padrão;EST
SBAC;2010;11;2;idle;MET
SBAC;2010;17;1;idle;MET
SBAC;2010;21;2;idle;MET
SBAC;2010;24;1;idle;MET
SBAC;2010;30;1;idle;MET
SBAC;2010;4;2;idle;MET
SBAC;2010;8;1;idle;MET
SBAC;2010;7;1;confiabilidade;MET
SBAC;2010;12;1;mips;MET
SBAC;2010;12;17;benchmark;EXT
SBAC;2010;5;2;mflops;MET
SBAC;2010;18;11;benchmark;EXT
SBAC;2010;21;1;confiabilidade;MET
SBAC;2010;15;9;benchmark;EXT
SBAC;2010;23;1;confiabilidade;MET
SBAC;2010;13;8;benchmark;EXT
SBAC;2010;25;1;confiabilidade;MET
SBAC;2011;1;2;idle;MET
SBAC;2011;18;1;idle;MET
SBAC;2011;20;2;idle;MET
SBAC;2011;23;2;idle;MET
SBAC;2011;6;3;idle;MET
SBAC;2011;7;1;idle;MET
SBAC;2011;8;1;idle;MET
SBAC;2011;26;2;speedup;MET
SBAC;2011;11;17;teste ou experimento;EST
SBAC;2011;12;11;benchmark;EXT
SBAC;2011;10;8;teste ou experimento;EST
SBAC;2011;1;6;teste ou experimento;EST
SBAC;2011;15;3;benchmark;EXT
SBAC;2011;3;27;speedup;MET
SBAC;2011;7;9;speedup;MET
WSCAD;2011;13;2;média;EST
WSCAD;2011;15;1;speedup;MET
WSCAD;2011;12;7;speedup;MET
WSCAD;2011;1;1;speedup;MET
SBAC;2011;16;1;mflops;MET
SBAC;2011;19;10;mflops;MET
SBAC;2011;5;3;mflops;MET
SBAC;2011;19;1;confiabilidade;MET
SBAC;2011;12;20;teste ou experimento;EST
SBAC;2011;11;1;confiabilidade;MET
SBAC;2011;6;8;speedup;MET
SBAC;2011;21;5;teste ou experimento;EST
SBAC;2011;5;11;speedup;MET
SBAC;2011;4;30;speedup;MET
SBAC;2011;10;6;speedup;MET
SBAC;2011;19;1;confiabilidade;MET
SBAC;2011;19;12;benchmark;EXT
SBAC;2011;13;4;teste ou experimento;EST
WSCAD;2011;1;1;eficiência ou acurácia;MET
SBAC;2011;26;2;benchmark;EXT
SBAC;2011;2;1;availability or disponibilidade;MET
SBAC;2011;21;1;availability or disponibilidade;MET
SBAC;2011;4;2;availability or disponibilidade;MET
SBAC;2011;5;2;availability or disponibilidade;MET
SBAC;2011;1;4;bandwidth;MET
SBAC;2011;12;1;availability or disponibilidade;MET
WSCAD;2011;1;3;mips;MET
SBAC;2011;24;2;speedup;MET
SBAC;2011;10;1;bandwidth;MET
SBAC;2011;12;2;bandwidth;MET
SBAC;2011;13;2;bandwidth;MET
SBAC;2011;8;4;bandwidth;MET
SBAC;2011;5;1;bandwidth;MET
SBAC;2011;4;1;bandwidth;MET
SBAC;2011;24;3;bandwidth;MET
SBAC;2011;25;6;speedup;MET
SBAC;2011;18;4;speedup;MET
SBAC;2011;24;1;benchmark;EXT
SBAC;2011;1;4;speedup;MET
WSCAD;2011;12;1;availability or disponibilidade;MET
SBAC;2011;11;7;speedup;MET
SBAC;2011;12;1;speedup;MET
SBAC;2011;15;2;speedup;MET
SBAC;2011;19;1;availability or disponibilidade;MET
SBAC;2011;17;21;speedup;MET
SBAC;2011;2;1;benchmark;EXT
SBAC;2011;19;10;speedup;MET
SBAC;2011;2;17;speedup;MET
SBAC;2011;20;1;speedup;MET
SBAC;2011;1;1;availability or disponibilidade;MET
SBAC;2011;22;2;speedup;MET
SBAC;2011;10;3;availability or disponibilidade;MET
SBAC;2011;23;10;speedup;MET
SBAC;2011;16;3;speedup;MET
SBAC;2011;25;5;teste ou experimento;EST
WSCAD;2011;4;1;availability or disponibilidade;MET
SBAC;2011;6;3;workload;EXT
SBAC;2011;7;1;workload;EXT
SBAC;2011;8;6;workload;EXT
SBAC;2011;22;20;teste ou experimento;EST
SBAC;2011;26;6;teste t;TST
SBAC;2011;3;2;workload;EXT
SBAC;2011;24;11;teste ou experimento;EST
SBAC;2011;25;1;workload;EXT
SBAC;2011;26;25;teste ou experimento;EST
SBAC;2011;3;3;teste ou experimento;EST
SBAC;2011;4;10;teste ou experimento;EST
SBAC;2011;5;5;teste ou experimento;EST
SBAC;2011;6;3;teste ou experimento;EST
WSCAD;2011;6;1;availability or disponibilidade;MET
SBAC;2011;8;2;teste ou experimento;EST
SBAC;2011;11;1;confiabilidade;MET
SBAC;2011;10;1;workload;EXT
SBAC;2011;5;1;número de iterações;EST
SBAC;2011;3;8;número de iterações;EST
SBAC;2011;8;6;média;EST
SBAC;2011;4;5;média;EST
SBAC;2011;26;10;média;EST
SBAC;2011;1;4;benchmark;EXT
SBAC;2011;13;1;número de execuções;EST
SBAC;2011;11;2;benchmark;EXT
SBAC;2011;20;8;teste ou experimento;EST
SBAC;2011;11;1;workload;EXT
SBAC;2011;12;17;workload;EXT
SBAC;2011;13;1;workload;EXT
SBAC;2011;18;1;workload;EXT
SBAC;2011;20;7;workload;EXT
SBAC;2011;24;5;workload;EXT
SBAC;2011;11;3;mips;MET
SBAC;2011;10;4;benchmark;EXT
SBAC;2011;3;8;benchmark;EXT
SBAC;2011;2;1;teste ou experimento;EST
WSCAD;2011;6;1;teste ou experimento;EST
SBAC;2011;7;1;teste ou experimento;EST
WSCAD;2011;13;2;teste ou experimento;EST
WSCAD;2011;12;1;teste ou experimento;EST
WSCAD;2011;1;1;teste ou experimento;EST
SBAC;2011;11;1;desvio padrão;EST
SBAC;2011;15;1;teste ou experimento;EST
SBAC;2011;15;17;média;EST
WSCAD;2011;12;2;média;EST
SBAC;2011;19;1;cost or performance ratio;MET
SBAC;2011;12;7;média;EST
WSCAD;2011;1;5;média;EST
SBAC;2011;5;1;benchmark;EXT
SBAC;2011;16;1;distribuição normal;EST
SBAC;2011;9;8;speedup;MET
SBAC;2011;19;1;bandwidth;MET
SBAC;2011;13;1;eficiência ou acurácia;MET
SBAC;2011;23;1;eficiência ou acurácia;MET
SBAC;2011;21;1;eficiência ou acurácia;MET
SBAC;2011;20;1;eficiência ou acurácia;MET
SBAC;2011;17;15;eficiência ou acurácia;MET
WSCAD;2011;4;1;teste ou experimento;EST
SBAC;2011;4;1;eficiência ou acurácia;MET
SBAC;2011;3;9;eficiência ou acurácia;MET
SBAC;2011;7;7;eficiência ou acurácia;MET
SBAC;2011;16;37;eficiência ou acurácia;MET
SBAC;2011;18;1;teste ou experimento;EST
SBAC;2011;19;21;teste ou experimento;EST
SBAC;2011;12;4;eficiência ou acurácia;MET
SBAC;2011;25;3;média;EST
SBAC;2011;20;63;média;EST
SBAC;2011;17;2;teste ou experimento;EST
SBAC;2011;16;2;teste ou experimento;EST
SBAC;2011;13;7;desvio padrão;EST
SBAC;2012;17;12;speedup;MET
SBAC;2012;16;5;speedup;MET
SBAC;2012;35;2;speedup;MET
SBAC;2012;15;9;speedup;MET
SBAC;2012;18;3;speedup;MET
SBAC;2012;25;1;workload;EXT
SBAC;2012;32;7;speedup;MET
WSCAD;2012;11;6;speedup;MET
WSCAD;2012;31;2;speedup;MET
WSCAD;2012;6;18;speedup;MET
WSCAD;2012;8;7;speedup;MET
SBAC;2012;8;10;workload;EXT
SBAC;2012;36;11;workload;EXT
SBAC;2012;35;2;workload;EXT
SBAC;2012;33;1;workload;EXT
SBAC;2012;8;5;speedup;MET
SBAC;2012;26;4;workload;EXT
SBAC;2012;5;16;speedup;MET
SBAC;2012;24;1;workload;EXT
SBAC;2012;21;4;workload;EXT
SBAC;2012;20;1;workload;EXT
SBAC;2012;2;20;workload;EXT
SBAC;2012;18;28;workload;EXT
SBAC;2012;17;6;workload;EXT
SBAC;2012;13;2;workload;EXT
SBAC;2012;12;22;workload;EXT
SBAC;2012;1;1;workload;EXT
SBAC;2012;29;8;workload;EXT
SBAC;2012;22;1;speedup;MET
WSCAD;2012;13;1;mips;MET
WSCAD;2012;15;3;mips;MET
WSCAD;2012;4;4;mips;MET
SBAC;2012;19;9;speedup;MET
SBAC;2012;2;12;speedup;MET
SBAC;2012;8;1;availability or disponibilidade;MET
SBAC;2012;31;3;availability or disponibilidade;MET
SBAC;2012;27;2;availability or disponibilidade;MET
SBAC;2012;26;4;availability or disponibilidade;MET
SBAC;2012;9;5;speedup;MET
SBAC;2012;21;11;speedup;MET
WSCAD;2012;11;21;mips;MET
SBAC;2012;24;19;speedup;MET
SBAC;2012;25;2;speedup;MET
SBAC;2012;28;9;speedup;MET
SBAC;2012;30;1;speedup;MET
SBAC;2012;31;14;speedup;MET
SBAC;2012;33;2;speedup;MET
SBAC;2012;12;5;bandwidth;MET
SBAC;2012;36;10;speedup;MET
SBAC;2012;4;1;speedup;MET
SBAC;2012;25;6;availability or disponibilidade;MET
SBAC;2012;18;6;eficiência ou acurácia;MET
WSCAD;2012;12;3;availability or disponibilidade;MET
WSCAD;2012;22;1;média;EST
WSCAD;2012;20;4;média;EST
WSCAD;2012;16;1;variância;EST
WSCAD;2012;16;15;média;EST
SBAC;2012;8;2;eficiência ou acurácia;MET
SBAC;2012;7;4;eficiência ou acurácia;MET
SBAC;2012;6;1;eficiência ou acurácia;MET
SBAC;2012;33;9;eficiência ou acurácia;MET
SBAC;2012;32;2;eficiência ou acurácia;MET
SBAC;2012;27;1;eficiência ou acurácia;MET
SBAC;2012;21;2;eficiência ou acurácia;MET
WSCAD;2012;30;3;média;EST
SBAC;2012;2;1;eficiência ou acurácia;MET
WSCAD;2012;4;5;média;EST
SBAC;2012;17;2;eficiência ou acurácia;MET
SBAC;2012;15;1;eficiência ou acurácia;MET
SBAC;2012;13;1;eficiência ou acurácia;MET
SBAC;2012;12;1;eficiência ou acurácia;MET
SBAC;2012;11;2;eficiência ou acurácia;MET
SBAC;2012;20;1;desvio padrão;EST
SBAC;2012;10;1;desvio padrão;EST
SBAC;2012;26;58;downtime or uptime;MET
SBAC;2012;25;11;downtime or uptime;MET
SBAC;2012;5;3;confiabilidade;MET
SBAC;2012;11;1;distribuição normal;EST
SBAC;2012;10;2;bandwidth;MET
SBAC;2012;20;2;eficiência ou acurácia;MET
WSCAD;2012;23;2;teste ou experimento;EST
WSCAD;2012;16;1;número de execuções;EST
SBAC;2012;1;1;confiabilidade;MET
SBAC;2012;12;1;confiabilidade;MET
WSCAD;2012;10;2;teste ou experimento;EST
WSCAD;2012;12;7;teste ou experimento;EST
WSCAD;2012;13;1;teste ou experimento;EST
WSCAD;2012;14;2;teste ou experimento;EST
WSCAD;2012;15;1;teste ou experimento;EST
WSCAD;2012;16;1;teste ou experimento;EST
WSCAD;2012;18;5;teste ou experimento;EST
SBAC;2012;35;10;mips;MET
WSCAD;2012;19;29;teste ou experimento;EST
WSCAD;2012;25;1;média;EST
WSCAD;2012;21;3;teste ou experimento;EST
WSCAD;2012;20;3;availability or disponibilidade;MET
WSCAD;2012;24;2;teste ou experimento;EST
WSCAD;2012;25;10;teste ou experimento;EST
WSCAD;2012;3;18;teste ou experimento;EST
WSCAD;2012;30;2;teste ou experimento;EST
WSCAD;2012;31;2;teste ou experimento;EST
WSCAD;2012;4;5;teste ou experimento;EST
WSCAD;2012;6;1;teste ou experimento;EST
WSCAD;2012;7;2;teste ou experimento;EST
WSCAD;2012;8;2;teste ou experimento;EST
WSCAD;2012;9;7;teste ou experimento;EST
SBAC;2012;25;2;confiabilidade;MET
WSCAD;2012;7;1;média;EST
WSCAD;2012;20;4;teste ou experimento;EST
WSCAD;2012;7;3;eficiência ou acurácia;MET
WSCAD;2012;10;3;availability or disponibilidade;MET
SBAC;2012;22;29;bandwidth;MET
SBAC;2012;21;2;bandwidth;MET
SBAC;2012;2;6;bandwidth;MET
SBAC;2012;18;7;bandwidth;MET
SBAC;2012;15;1;bandwidth;MET
SBAC;2012;14;1;bandwidth;MET
SBAC;2012;13;1;bandwidth;MET
SBAC;2012;11;1;bandwidth;MET
WSCAD;2012;30;1;bandwidth;MET
SBAC;2012;1;3;bandwidth;MET
WSCAD;2012;25;1;eficiência ou acurácia;MET
SBAC;2012;3;2;bandwidth;MET
WSCAD;2012;4;1;eficiência ou acurácia;MET
SBAC;2012;32;1;bandwidth;MET
SBAC;2012;5;4;idle;MET
SBAC;2012;9;1;idle;MET
SBAC;2012;3;3;mflops;MET
SBAC;2012;23;22;mflops;MET
SBAC;2012;18;1;mflops;MET
SBAC;2012;11;2;mflops;MET
SBAC;2012;12;2;intervalo de confiança;EST
SBAC;2012;1;5;speedup;MET
SBAC;2012;10;4;speedup;MET
SBAC;2012;11;11;speedup;MET
SBAC;2012;12;3;speedup;MET
SBAC;2012;13;1;speedup;MET
WSCAD;2012;30;4;eficiência ou acurácia;MET
SBAC;2012;14;1;idle;MET
WSCAD;2012;22;1;availability or disponibilidade;MET
WSCAD;2012;23;1;availability or disponibilidade;MET
WSCAD;2012;24;7;availability or disponibilidade;MET
WSCAD;2012;25;1;availability or disponibilidade;MET
WSCAD;2012;28;1;availability or disponibilidade;MET
WSCAD;2012;7;2;availability or disponibilidade;MET
SBAC;2012;5;3;confiabilidade;MET
SBAC;2012;25;2;confiabilidade;MET
SBAC;2012;12;1;confiabilidade;MET
SBAC;2012;1;1;confiabilidade;MET
SBAC;2012;1;1;idle;MET
WSCAD;2012;28;1;bandwidth;MET
SBAC;2012;29;1;bandwidth;MET
SBAC;2012;13;3;idle;MET
SBAC;2012;14;25;speedup;MET
SBAC;2012;15;2;idle;MET
SBAC;2012;18;3;idle;MET
SBAC;2012;19;1;idle;MET
WSCAD;2012;20;1;bps or bits por segundo;MET
SBAC;2012;20;4;idle;MET
SBAC;2012;26;5;idle;MET
SBAC;2012;29;9;idle;MET
SBAC;2012;30;1;idle;MET
SBAC;2012;7;2;bandwidth;MET
SBAC;2012;6;6;bandwidth;MET
SBAC;2012;4;10;bandwidth;MET
SBAC;2012;36;2;bandwidth;MET
SBAC;2012;12;2;idle;MET
SBAC;2012;25;6;teste ou experimento;EST
SBAC;2012;23;1;benchmark;EXT
SBAC;2012;22;4;benchmark;EXT
SBAC;2012;20;11;benchmark;EXT
SBAC;2012;33;17;teste ou experimento;EST
SBAC;2012;32;3;teste ou experimento;EST
SBAC;2012;31;8;teste ou experimento;EST
SBAC;2012;3;1;teste ou experimento;EST
SBAC;2012;29;3;teste ou experimento;EST
SBAC;2012;28;3;teste ou experimento;EST
SBAC;2012;14;5;teste ou experimento;EST
SBAC;2012;26;4;teste ou experimento;EST
SBAC;2012;27;6;benchmark;EXT
SBAC;2012;24;1;teste ou experimento;EST
SBAC;2012;22;1;teste ou experimento;EST
SBAC;2012;5;5;teste ou experimento;EST
SBAC;2012;20;2;teste ou experimento;EST
SBAC;2012;9;2;benchmark;EXT
SBAC;2012;19;10;teste ou experimento;EST
SBAC;2012;18;8;teste ou experimento;EST
SBAC;2012;17;3;teste ou experimento;EST
SBAC;2012;16;1;teste ou experimento;EST
SBAC;2012;15;1;teste ou experimento;EST
SBAC;2012;27;1;teste ou experimento;EST
SBAC;2012;5;2;benchmark;EXT
SBAC;2012;6;2;teste ou experimento;EST
SBAC;2012;7;3;teste ou experimento;EST
SBAC;2012;9;2;teste ou experimento;EST
SBAC;2012;4;7;teste ou experimento;EST
WSCAD;2012;25;2;intervalo de confiança;EST
WSCAD;2012;9;1;teste t;TST
SBAC;2012;36;3;teste ou experimento;EST
SBAC;2012;35;18;teste ou experimento;EST
SBAC;2012;34;4;teste ou experimento;EST
SBAC;2012;8;2;benchmark;EXT
SBAC;2012;25;3;benchmark;EXT
SBAC;2012;6;3;benchmark;EXT
SBAC;2012;26;17;benchmark;EXT
SBAC;2012;4;4;benchmark;EXT
SBAC;2012;36;2;benchmark;EXT
SBAC;2012;35;1;benchmark;EXT
SBAC;2012;34;6;benchmark;EXT
SBAC;2012;33;6;benchmark;EXT
SBAC;2012;32;5;benchmark;EXT
SBAC;2012;31;5;benchmark;EXT
SBAC;2012;30;1;benchmark;EXT
SBAC;2012;28;10;benchmark;EXT
SBAC;2012;2;2;teste ou experimento;EST
SBAC;2012;7;3;benchmark;EXT
SBAC;2012;23;2;speedup;MET
SBAC;2012;27;2;número de iterações;EST
SBAC;2012;5;1;número de iterações;EST
SBAC;2012;2;1;benchmark;EXT
SBAC;2012;19;6;benchmark;EXT
SBAC;2012;13;11;teste ou experimento;EST
SBAC;2012;14;2;benchmark;EXT
SBAC;2012;21;2;teste ou experimento;EST
SBAC;2012;12;24;benchmark;EXT
SBAC;2012;15;1;amostra;EST
WSCAD;2012;24;1;teste t;TST
SBAC;2012;18;5;benchmark;EXT
SBAC;2012;16;11;média;EST
SBAC;2012;8;21;média;EST
SBAC;2012;7;25;média;EST
SBAC;2012;5;7;média;EST
SBAC;2012;35;6;média;EST
SBAC;2012;33;43;média;EST
SBAC;2012;31;2;média;EST
SBAC;2012;24;5;média;EST
SBAC;2012;17;9;média;EST
SBAC;2012;1;1;benchmark;EXT
WSCAD;2012;20;1;distribuição normal;EST
SBAC;2012;12;1;teste ou experimento;EST
SBAC;2012;11;4;teste ou experimento;EST
SBAC;2012;10;1;teste ou experimento;EST
SBAC;2012;1;15;teste ou experimento;EST
WSCAD;2012;22;1;desvio padrão;EST
SBAC;2012;13;8;benchmark;EXT
WSCAD;2013;4;4;média;EST
WSCAD;2013;20;1;média;EST
WSCAD;2013;2;2;média;EST
WSCAD;2013;14;1;média;EST
WSCAD;2013;13;5;média;EST
WSCAD;2013;12;2;média;EST
WSCAD;2013;11;15;média;EST
WSCAD;2013;7;1;eficiência ou acurácia;MET
WSCAD;2013;20;14;eficiência ou acurácia;MET
WSCAD;2013;8;3;mips;MET
WSCAD;2013;2;1;eficiência ou acurácia;MET
WSCAD;2013;10;1;eficiência ou acurácia;MET
WSCAD;2013;5;64;mips;MET
SBAC;2013;19;2;benchmark;EXT
SBAC;2013;6;1;benchmark;EXT
WSCAD;2013;5;1;eficiência ou acurácia;MET
SBAC;2013;14;1;availability or disponibilidade;MET
WSCAD;2013;20;15;teste ou experimento;EST
WSCAD;2013;2;5;teste ou experimento;EST
WSCAD;2013;19;3;teste ou experimento;EST
WSCAD;2013;6;9;teste ou experimento;EST
WSCAD;2013;17;1;teste ou experimento;EST
WSCAD;2013;7;3;teste ou experimento;EST
WSCAD;2013;13;1;idle;MET
WSCAD;2013;7;1;média;EST
WSCAD;2013;5;24;média;EST
WSCAD;2013;9;2;teste ou experimento;EST
WSCAD;2013;7;3;mips;MET
SBAC;2013;15;1;availability or disponibilidade;MET
SBAC;2013;25;2;availability or disponibilidade;MET
WSCAD;2013;16;4;teste ou experimento;EST
SBAC;2013;8;4;availability or disponibilidade;MET
WSCAD;2013;12;11;teste ou experimento;EST
WSCAD;2013;10;11;teste ou experimento;EST
WSCAD;2013;1;2;teste ou experimento;EST
WSCAD;2013;4;2;teste ou experimento;EST
WSCAD;2013;8;4;média;EST
SBAC;2013;22;15;eficiência ou acurácia;MET
WSCAD;2013;13;1;desvio padrão;EST
WSCAD;2013;2;4;amostra;EST
WSCAD;2013;13;1;amostra;EST
SBAC;2013;10;9;eficiência ou acurácia;MET
SBAC;2013;11;6;eficiência ou acurácia;MET
SBAC;2013;12;2;eficiência ou acurácia;MET
SBAC;2013;24;4;teste ou experimento;EST
SBAC;2013;21;1;eficiência ou acurácia;MET
WSCAD;2013;12;1;distribuição normal;EST
SBAC;2013;23;14;eficiência ou acurácia;MET
SBAC;2013;25;1;número de execuções;EST
SBAC;2013;11;1;número de execuções;EST
SBAC;2013;25;2;eficiência ou acurácia;MET
